SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDFMPIR
96426,1,80,4,10594.63553,10303.31537,1,139,2.07
96427,2,11,1,18502.44411,0,2,143,1.28
96428,2,37,7,222971.3769,253619.356,2,135,5
96429,1,80,3,40763.55145,0,1,134,NA
96430,1,8,3,57289.93039,72778.26054,1,145,2.43
96431,1,47,1,33211.37747,33544.39345,2,136,2.64
96432,2,47,7,103147.0255,105032.3848,1,141,5
96433,2,35,3,110241.533,114297.1002,1,145,2.44
96434,2,3,3,40495.70105,45688.08541,1,146,2.43
96435,2,10,4,13573.31229,14547.9097,1,137,1.05
96436,1,74,3,8558.922159,8697.564018,1,140,0.87
96437,2,3,6,8871.994087,9284.3814,1,148,4.55
96438,1,0,3,7122.261189,0,1,140,1.24
96439,1,63,6,11626.97696,11855.67287,1,138,2.44
96440,1,66,4,9567.998788,0,1,136,NA
96441,2,61,4,14111.04804,14155.11409,1,143,NA
96442,1,14,3,32771.9749,42487.17245,1,142,1.67
96443,2,24,3,155405.4777,156022.485,1,139,NA
96444,2,21,6,30714.31168,29878.92279,1,136,NA
96445,1,66,1,14221.86061,13802.32638,1,148,5
96446,2,62,3,9894.450034,9903.651535,2,136,4.53
96447,1,0,4,11128.02197,11449.6639,2,141,NA
96448,2,50,1,18567.11019,19961.77667,1,148,5
96449,2,61,2,9730.644377,10206.89921,1,148,NA
96450,2,53,3,37337.47611,36824.85389,2,147,0.7
96451,2,80,3,42904.39836,48716.69734,2,141,3.09
96452,1,38,1,23449.64198,23730.51864,2,140,0.85
96453,2,24,2,19892.82075,20069.25104,1,139,0.41
96454,1,1,7,7357.097257,0,2,136,0.48
96455,1,34,3,138668.3821,139753.0222,1,144,4.06
96456,2,69,3,214463.6712,221212.8654,1,141,5
96457,1,58,1,29297.73428,29920.76969,2,141,1.83
96458,1,1,2,37428.92223,40557.64112,1,140,NA
96459,2,5,6,11432.90107,14537.51292,1,143,0.98
96460,2,2,1,22638.83851,22385.15361,1,135,1.71
96461,1,3,4,12398.85912,13457.16967,2,145,0.68
96462,1,65,4,14020.86457,15115.11967,1,146,0.92
96463,1,26,1,19866.91446,24347.37843,2,137,1.64
96464,1,25,6,26743.89239,0,1,137,NA
96465,2,41,6,15661.97538,20047.58238,1,134,1.56
96466,2,31,4,17810.15766,19149.23235,1,144,0.52
96467,2,16,3,28631.4223,28529.70359,1,142,1.02
96468,2,66,4,7280.540513,7362.468739,2,145,2.54
96469,2,42,1,55468.97278,52252.64036,1,141,4.63
96470,1,47,3,15799.35458,16254.71118,2,139,1.65
96471,1,65,4,8916.941064,9166.494245,2,143,NA
96472,1,5,3,28079.56568,29025.79512,1,142,2.06
96473,1,79,3,49143.42572,49750.16954,2,139,3.04
96474,2,37,6,17166.49805,16984.9313,2,148,2.38
96475,1,51,4,15348.91128,15091.73512,2,145,0.04
96476,2,37,4,26311.27214,27424.96222,1,146,3.43
96477,1,65,4,6703.772763,7147.761971,2,145,1.08
96478,1,18,6,10432.12974,10457.81621,1,138,0.64
96479,2,56,3,148804.8594,147557.2807,1,142,4.93
96480,1,65,7,36261.28515,37723.34027,2,142,1.25
96481,1,29,1,44413.43766,47960.63618,1,135,1.71
96482,1,11,2,15403.84336,15329.4315,1,145,1.01
96483,2,49,4,18870.22484,24186.27186,1,134,3.31
96484,1,27,1,55254.71785,56084.35818,1,148,NA
96485,2,21,3,78774.13803,90885.37918,2,140,0.96
96486,1,77,3,5973.584835,8285.975818,2,139,0.85
96487,1,19,3,62924.10783,61809.6966,1,146,0.5
96488,1,62,2,14711.1657,15577.53179,2,148,1.09
96489,2,57,1,26670.77111,25986.67704,2,143,1.32
96490,2,39,6,26594.14978,30326.99715,1,136,5
96491,2,53,6,10286.66463,10435.68313,1,138,NA
96492,1,4,1,54421.68004,58194.02982,2,144,NA
96493,1,8,4,7980.526568,8848.947331,2,145,0.6
96494,1,5,4,12603.31865,13967.16048,2,144,1.99
96495,1,22,4,32460.50013,31555.2083,2,146,3.88
96496,1,1,4,6482.925146,6867.434723,2,145,0.06
96497,2,22,3,137454.4784,151807.3821,1,142,NA
96498,1,10,1,28102.6947,29139.98104,1,135,0.39
96499,2,11,4,7382.319925,0,1,143,NA
96500,1,24,6,17574.6955,18091.19258,2,138,NA
96501,1,50,2,23211.927,23423.38327,2,137,1.96
96502,2,60,3,22883.22045,23634.42102,1,146,0.97
96503,2,72,2,17988.34598,17908.56509,1,139,NA
96504,2,13,3,60620.01984,64985.02162,2,141,0.46
96505,2,40,7,62873.30685,63753.01086,2,142,0.59
96506,1,77,3,6637.261787,0,2,139,2.73
96507,2,37,6,19503.8798,22495.7887,1,136,4.9
96508,2,46,1,22632.44237,23876.06813,2,136,1.7
96509,1,21,1,41842.59263,54430.91103,2,144,NA
96510,2,32,3,60142.71753,59869.12111,2,142,0.85
96511,1,41,4,20428.39785,20112.15082,1,144,2.32
96512,1,64,3,26040.73726,26966.57839,1,139,1.85
96513,1,24,3,100312.8242,109756.7597,1,146,0.83
96514,2,80,4,11975.64282,12922.68968,1,144,5
96515,1,69,4,7147.270031,7620.631954,2,145,NA
96516,2,18,3,50218.43483,49629.79637,1,146,0.08
96517,2,54,3,245765.0742,243752.0239,1,139,0.72
96518,2,14,1,24373.29649,25365.38387,2,137,0.7
96519,2,33,4,22486.96769,21739.54544,1,144,1.18
96520,1,6,4,12275.58027,13169.80404,2,146,0.05
96521,1,62,3,29263.31589,30238.02455,2,142,1.44
96522,2,52,3,341637.6835,335750.8868,1,143,5
96523,2,21,2,84995.70618,82217.38117,1,134,4.74
96524,1,8,3,79697.30785,85679.5381,2,147,2.89
96525,1,80,3,6519.967568,7550.666728,2,146,2.15
96526,1,63,4,16661.21034,17936.22221,2,144,5
96527,1,6,4,14803.83533,16042.21398,1,147,5
96528,2,37,1,23423.80193,0,1,135,NA
96529,1,66,6,6983.619348,7155.138108,1,142,2.98
96530,1,8,4,6795.2608,7209.36978,2,137,0.87
96531,2,3,3,55169.25905,60756.18499,2,134,4.78
96532,2,45,3,25230.07826,25546.72659,1,145,1.14
96533,1,15,3,48382.37943,49135.71528,1,135,1.95
96534,2,48,4,17655.45082,18201.06183,2,146,NA
96535,1,4,4,15955.80624,15797.09192,1,136,4.85
96536,1,9,6,7897.565393,8370.609873,1,136,4.9
96537,2,66,3,45425.39611,43844.03285,1,146,1.39
96538,2,51,1,10890.92488,10454.62715,2,137,NA
96539,2,9,6,15644.76983,16710.26977,1,144,1.84
96540,1,66,2,7882.70785,8062.56347,2,148,1.07
96541,1,5,4,4746.786152,4752.397481,2,148,NA
96542,2,17,3,83399.75647,98638.11547,2,140,0.58
96543,2,46,4,33213.18118,43805.48705,2,138,5
96544,1,13,3,24401.69368,25263.76421,1,141,2.09
96545,2,17,2,23089.19634,29789.66167,1,134,NA
96546,1,44,3,20366.6539,21700.20972,1,135,2.61
96547,2,44,3,180118.049,181999.6765,2,142,5
96548,2,28,1,20278.14535,20472.01098,2,135,2.62
96549,1,0,4,9751.294766,10717.22697,2,144,1.2
96550,1,15,7,7956.355899,7983.0992,2,148,2.39
96551,2,36,7,70010.23268,69702.87954,1,141,1.42
96552,1,43,4,40676.73202,39394.17272,1,137,3.03
96553,1,58,6,11914.28085,12485.98735,2,140,3.65
96554,1,31,4,27195.45262,29327.53204,1,147,0.74
96555,1,46,4,22668.39843,25001.85122,2,147,3.4
96556,2,0,2,6578.719406,6703.835015,1,144,NA
96557,1,38,4,27012.20501,28766.92899,1,144,0.52
96558,1,29,4,36588.97983,41438.55736,2,140,1.4
96559,1,13,4,17934.76587,18299.07093,2,147,NA
96560,1,71,4,10045.19237,11419.72225,2,143,2.1
96561,1,53,7,37157.70674,39304.64641,1,135,0.25
96562,2,9,1,13714.96737,13293.51906,1,145,1.67
96563,2,15,3,32506.31629,34380.32625,1,135,0.44
96564,2,57,4,23235.76164,0,1,147,1.41
96565,2,18,1,21410.89988,22099.7353,2,143,1.41
96566,1,23,3,73309.9857,84997.69268,1,146,0
96567,2,2,3,11779.13331,11586.99274,1,140,2.85
96568,1,80,3,30205.44161,34730.59204,1,144,3.08
96569,1,77,3,35901.87827,36534.07448,2,139,5
96570,1,10,1,21982.10982,22752.69852,2,141,2.59
96571,2,58,1,12466.44834,12201.34352,2,136,NA
96572,1,8,3,89152.83605,95930.76932,1,136,3.05
96573,2,46,3,169857.9255,175079.0531,2,137,5
96574,2,39,3,61815.06769,60020.54716,2,139,3.06
96575,1,0,7,11613.00696,12664.69411,1,143,NA
96576,1,56,3,27861.42211,27463.66564,1,142,0.86
96577,1,9,3,28818.80791,31039.4356,2,139,NA
96578,1,54,4,11734.91343,11845.29546,2,145,5
96579,2,10,4,12026.91373,12258.65,1,139,1.09
96580,1,27,3,80963.84869,104460.9316,2,135,2.14
96581,1,9,4,9105.24027,10179.501,1,145,1.98
96582,1,47,4,18224.58683,19879.57289,1,147,0
96583,1,79,4,14232.54617,14508.00284,2,142,NA
96584,2,10,4,12120.11022,12455.75437,1,138,1.71
96585,1,62,1,10013.37325,10685.48019,1,148,2.43
96586,2,65,4,15289.64722,14956.18983,2,143,NA
96587,1,30,4,42987.06581,46033.62878,1,144,1.11
96588,1,40,6,18198.98033,19720.54796,2,142,NA
96589,2,15,6,11622.35432,13091.11536,2,138,1.87
96590,2,27,1,40772.40786,41040.24761,1,137,0.59
96591,1,1,3,30005.40294,31106.06373,2,135,0.65
96592,1,80,3,43370.02694,45614.86517,2,137,2.99
96593,1,30,3,129043.7011,133676.1467,2,143,5
96594,1,39,3,20895.76125,20024.64487,2,139,1.49
96595,2,64,2,19138.07279,20825.20911,2,134,0.95
96596,1,35,1,88014.54591,108610.7935,2,140,2.31
96597,2,4,6,5074.373306,5936.318753,2,135,2.39
96598,2,67,4,16257.76105,15903.18972,1,139,1
96599,1,72,3,17916.75033,19280.46193,1,140,1.35
96600,2,25,4,20986.28693,22394.58882,2,146,2.73
96601,1,3,3,36929.43246,38991.07953,2,142,1.57
96602,1,80,3,18622.66369,21646.96494,2,141,5
96603,1,60,3,98743.92589,99434.16743,2,140,2.65
96604,2,35,3,8787.484872,0,1,140,1.08
96605,1,40,1,29846.34811,0,1,140,NA
96606,1,14,6,10179.56331,10213.77937,2,148,1.92
96607,1,71,3,9184.436003,9743.681353,1,146,1.17
96608,1,30,3,29830.17756,30570.29874,1,142,1.82
96609,2,36,4,50431.67485,54709.73143,2,147,NA
96610,2,34,6,30589.83217,31853.9641,2,144,0.87
96611,1,10,4,10560.49708,11709.66372,1,139,0.8
96612,2,5,4,24736.98932,27046.394,1,143,2.6
96613,2,7,4,21911.72399,22401.44108,1,139,NA
96614,1,79,4,13688.00345,13823.88207,1,137,2.94
96615,1,62,1,10331.30205,10885.64324,1,148,0.83
96616,1,51,6,17935.24293,19219.10132,1,135,4.52
96617,2,7,6,12061.83244,12883.31348,2,134,4.08
96618,2,36,3,31192.65139,36805.95423,1,145,0.2
96619,2,23,3,84809.22184,93317.20619,2,142,0.96
96620,1,2,4,10929.32129,12112.82035,1,144,0.68
96621,2,43,1,88110.47206,0,1,136,NA
96622,2,40,4,29161.86402,30765.88615,2,142,1.69
96623,1,53,1,40884.59591,45727.21338,1,145,3.69
96624,1,36,6,37710.3297,44272.9595,2,148,1.36
96625,1,26,6,9835.896397,10134.64108,1,147,2.12
96626,1,23,6,25524.93533,33299.28455,2,148,0.96
96627,2,3,4,12521.9852,0,2,145,0.96
96628,1,32,3,38798.54753,38140.37806,1,142,1.06
96629,2,46,4,26737.19852,27828.42975,1,143,3.08
96630,1,41,2,36243.99575,40144.5606,2,134,0.51
96631,1,37,2,71391.34315,83616.13477,1,148,3.67
96632,2,80,1,29569.49501,0,1,137,NA
96633,1,65,4,7016.852769,7153.481476,2,148,0.15
96634,1,59,1,28776.73876,29147.76661,2,143,1.32
96635,1,2,2,19441.73502,21192.22952,1,137,0.73
96636,2,40,1,19496.86999,19110.83634,2,140,3.4
96637,1,17,3,33813.22882,34581.07746,2,142,2.06
96638,1,58,3,42052.57035,43354.90381,1,145,3.32
96639,1,78,2,12131.32252,12376.40686,1,140,1.54
96640,1,5,1,19918.19753,23183.03617,2,135,2.39
96641,1,35,7,39841.10633,44175.34674,2,145,1.06
96642,1,67,1,10539.04087,11327.27748,1,141,0.83
96643,1,2,3,22720.82232,26173.31841,1,140,3.04
96644,1,66,1,9144.33115,9788.057346,2,135,NA
96645,1,27,3,209285.7123,0,2,134,NA
96646,1,44,2,23032.52969,23522.33144,1,139,0.41
96647,2,14,4,26809.92261,27661.22777,2,143,1.07
96648,1,67,3,6149.43449,0,2,139,NA
96649,1,51,4,47233.34007,46465.66275,1,144,1.63
96650,2,1,4,16701.21059,18550.89712,1,144,1.63
96651,2,49,4,10412.17665,10550.34746,2,140,NA
96652,1,63,2,15206.92707,15989.64072,2,137,2.14
96653,1,28,6,27815.19665,36308.91186,2,134,2.89
96654,1,80,3,7574.98343,10592.82611,1,142,1.78
96655,1,13,1,36030.64867,37706.26248,1,135,1.38
96656,1,24,2,22756.49638,23373.69226,1,135,0.16
96657,1,26,6,15104.70666,19894.76789,1,139,5
96658,1,60,4,15119.45651,16360.87737,1,145,NA
96659,2,58,3,157909.465,173431.0373,1,146,5
96660,2,61,3,99783.91656,101723.2991,1,142,5
96661,2,24,6,15081.27702,15137.37135,1,144,2.49
96662,1,0,3,19087.98036,20047.22886,1,143,5
96663,2,20,3,112934.0861,114805.424,1,139,0.08
96664,2,1,4,9516.410077,10572.72779,1,139,1.45
96665,2,1,3,14790.72278,15740.99668,2,136,1.87
96666,1,52,1,34143.01506,35660.92818,2,144,1.02
96667,1,69,1,6344.173251,6321.668126,2,140,1.64
96668,2,0,3,15097.85723,14822.53659,2,139,2.5
96669,2,55,6,15980.71233,15693.52979,2,137,1.36
96670,2,12,3,44907.46913,46328.32334,2,139,5
96671,2,37,6,25636.17143,27955.74562,2,145,5
96672,1,32,6,27019.57459,31805.38903,1,136,5
96673,1,6,3,55902.41663,60152.4536,1,139,0.69
96674,1,30,2,45686.69139,55703.10267,1,138,3.43
96675,2,18,3,15717.14551,15360.55418,2,139,1.49
96676,1,39,3,121391.9572,0,1,142,0.95
96677,2,25,3,163286.9944,164560.0343,1,141,2.79
96678,2,1,3,23486.61627,26136.01769,1,142,1.1
96679,2,30,3,58728.90581,57191.35473,1,145,1.89
96680,2,6,6,9761.107742,10425.89603,2,138,0.58
96681,2,33,7,237821.1994,231584.6953,1,137,2.2
96682,1,10,6,11535.49721,12294.10925,2,138,5
96683,2,41,2,23443.40695,23509.49719,2,148,2.07
96684,1,35,6,10697.68277,0,2,140,NA
96685,2,17,4,26425.67783,27753.97026,1,136,1.22
96686,1,9,3,35849.92316,0,1,147,5
96687,2,80,3,41161.3156,47895.15377,2,142,NA
96688,1,58,4,21969.89902,22695.01855,1,135,2.46
96689,2,11,7,13593.64105,13855.56524,2,146,0.28
96690,2,5,1,28607.04319,31500.27674,1,140,1.1
96691,1,5,6,9597.900318,10403.83867,1,136,NA
96692,1,29,2,103104.9082,104516.2293,2,134,5
96693,2,18,7,18721.18259,21296.12556,1,136,2.76
96694,1,39,3,52876.76414,55662.67151,2,146,0.79
96695,2,25,3,141764.4288,145642.029,2,142,4.93
96696,1,18,1,19067.77947,19536.31455,2,135,0.72
96697,1,25,3,72144.93793,77398.36347,2,141,1.2
96698,1,40,3,145722.7233,159503.6412,1,138,3.18
96699,2,59,3,33231.58982,32712.63186,1,145,1.47
96700,1,68,3,66419.03525,64559.63702,2,142,0.59
96701,1,74,2,25780.25657,29087.73591,2,134,0.84
96702,2,17,7,21210.3777,0,2,144,NA
96703,2,0,3,9337.055451,11140.84071,1,142,1.87
96704,2,80,4,13556.13803,14137.70286,2,148,1.98
96705,1,40,3,238472.4931,262904.1726,2,134,5
96706,1,40,3,104917.9723,99890.4565,2,141,5
96707,2,64,7,6355.864469,6215.689349,2,148,1.64
96708,2,52,3,33877.23968,41476.21472,1,134,5
96709,1,1,3,24283.01809,27952.46547,1,141,3.65
96710,2,19,4,14293.9083,0,1,146,0
96711,2,36,1,17089.87086,17386.50555,2,140,0.68
96712,2,80,3,66627.34247,74156.84823,1,135,1.88
96713,1,74,3,96621.47293,0,2,134,NA
96714,1,0,4,7564.172562,8453.906074,2,143,NA
96715,1,13,4,11076.85845,13250.13207,1,145,2.02
96716,2,3,4,11693.04808,12681.00463,2,134,5
96717,1,0,4,7943.73937,0,1,143,0.07
96718,1,80,3,6857.163297,7970.759498,1,146,1.11
96719,2,50,4,18227.28298,18809.85354,1,147,0.95
96720,1,80,3,20113.61611,22546.79399,1,142,2.43
96721,2,32,1,54516.35437,57155.90894,2,141,5
96722,1,68,3,18106.9798,23342.20916,2,139,1.7
96723,2,38,3,39626.46864,38654.68818,2,141,0.91
96724,2,8,3,29462.68773,32086.99243,2,146,0.51
96725,2,33,2,44649.55771,45289.96885,2,144,NA
96726,2,61,4,9873.307393,9984.412131,1,139,0.97
96727,2,76,2,26958.50618,28467.78066,2,134,4.06
96728,1,6,3,32660.17661,41180.47601,1,146,1.36
96729,2,8,6,5521.804433,5826.287343,1,137,2.15
96730,2,53,2,31780.2742,32330.71879,2,141,2.67
96731,1,41,4,33417.34573,33105.27868,1,139,3.25
96732,1,57,3,143281.2826,149819.9103,1,145,5
96733,2,12,4,16440.62955,16932.32422,2,136,0.65
96734,2,19,4,16826.02287,17187.17862,2,143,2.21
96735,1,3,4,15104.90055,19663.7679,1,143,3.82
96736,1,72,4,8640.446467,9436.480833,1,147,5
96737,2,34,6,10022.04517,11559.43396,2,140,2.39
96738,1,1,3,20231.59335,26985.42074,1,142,0.61
96739,1,20,6,19225.96543,25934.41154,1,148,NA
96740,1,27,6,12097.59074,13146.45906,1,147,5
96741,2,10,7,18538.45765,19103.11212,1,136,5
96742,1,6,6,8075.076174,0,2,138,3.59
96743,1,33,3,5019.481123,5374.37532,2,139,1.91
96744,1,33,1,4641.516824,4644.990525,2,148,1.94
96745,2,52,4,25456.73743,25832.89369,1,145,0.73
96746,1,17,4,26774.5243,27400.97721,2,144,1.7
96747,2,0,3,21180.08166,26858.64429,2,134,5
96748,2,37,1,19783.21874,20171.85655,2,137,0.7
96749,1,8,3,41760.99127,45449.6429,2,141,2.59
96750,2,53,3,29070.39005,30933.96924,1,139,0.71
96751,2,12,4,11004.55714,11074.75758,1,144,NA
96752,2,54,1,35548.76126,37128.66612,2,141,1.15
96753,1,78,4,7062.383953,7016.440999,1,137,2.09
96754,2,79,6,14834.29508,14483.06403,1,137,NA
96755,2,80,3,44558.92242,0,2,136,NA
96756,2,23,3,89578.17651,90713.27673,2,143,1.2
96757,2,12,6,14959.04202,0,1,143,1.04
96758,1,47,4,25209.24892,27804.25326,2,146,NA
96759,2,19,3,27702.22253,28241.35314,2,146,NA
96760,1,48,3,21060.45854,20927.77492,1,142,NA
96761,2,7,1,17131.89269,17129.39785,2,143,0.59
96762,1,8,7,21237.61367,26631.92982,2,142,0.72
96763,1,14,1,54693.32364,58263.80067,2,144,5
96764,1,27,6,11702.82086,13033.17263,2,142,1.6
96765,2,12,4,16165.8112,16512.79609,2,146,0.05
96766,2,52,4,14729.05613,15215.36572,1,147,0.59
96767,1,1,6,10022.08853,0,1,137,1.02
96768,2,56,2,33011.53311,33599.62196,1,136,5
96769,2,1,7,19264.23141,0,2,141,2.89
96770,2,78,3,61388.61605,68312.17388,1,142,2.49
96771,2,67,2,26039.44832,27182.87113,2,137,1.24
96772,2,2,3,29292.30424,0,1,136,2.11
96773,2,5,3,26655.57201,29662.44662,1,142,0.78
96774,2,28,6,14986.07316,15261.3361,1,137,2.69
96775,2,80,3,45122.70563,51942.38528,1,134,NA
96776,1,19,2,22076.14233,22618.59915,1,135,1.96
96777,1,60,3,120230.9911,120263.8639,1,140,NA
96778,2,17,4,21532.75804,22216.49549,2,141,1.43
96779,1,0,4,15290.85936,15618.61257,2,144,NA
96780,1,80,3,32133.28213,37249.18328,2,141,NA
96781,1,7,3,22081.44449,23871.55064,1,142,2.35
96782,1,10,6,9623.525207,10256.39971,2,134,5
96783,2,58,2,33174.87881,32982.32081,2,138,NA
96784,1,74,1,9501.659975,11694.15498,2,142,0.57
96785,2,80,2,24677.29781,25804.94955,1,137,1.18
96786,1,28,4,24073.00808,0,1,147,3.25
96787,2,79,3,63104.13619,71739.98939,2,141,3.09
96788,2,29,4,24010.0558,26358.3515,2,140,2.06
96789,2,80,2,13857.32451,13597.42224,1,139,0.29
96790,1,34,1,76149.02268,78459.91093,2,137,1.19
96791,2,1,3,15862.53096,15835.8342,1,142,2.44
96792,2,61,4,9423.713535,10123.54782,1,138,3.48
96793,1,54,4,29026.54064,31441.4684,2,147,0.94
96794,1,8,3,19638.59953,24596.69873,1,146,3.66
96795,1,22,3,228653.8483,240329.8163,2,143,4.45
96796,1,78,3,13646.66594,0,1,138,NA
96797,2,8,3,15870.36141,16952.05449,1,135,1.6
96798,1,70,4,8870.465251,8951.970712,2,145,1.89
96799,1,75,7,41772.74852,41086.18706,1,140,0.86
96800,1,53,4,22555.13985,21959.55949,2,144,1.58
96801,1,5,6,9460.363483,12666.82095,1,141,3.43
96802,2,5,6,16108.45368,19184.96749,1,141,NA
96803,1,4,6,10118.58957,11312.80266,1,139,2.44
96804,1,67,4,7242.800845,7973.2857,1,141,0.96
96805,2,64,2,7113.456046,7549.242209,2,144,0.25
96806,1,14,4,13247.93536,14085.7289,1,145,1.98
96807,1,0,1,14362.42623,15818.28227,2,142,0.31
96808,1,5,3,34443.02064,35964.62419,1,145,0.61
96809,1,80,4,12029.44067,12139.97209,1,139,0.65
96810,2,39,6,16957.61914,18728.2583,2,143,2.89
96811,2,35,4,35461.25337,35538.76895,1,143,1.29
96812,1,72,6,13504.01483,13890.46878,1,136,1.29
96813,1,30,6,14887.39218,14829.33028,2,144,1.35
96814,2,0,1,5762.229866,5871.817288,1,148,1.69
96815,1,77,3,67915.22704,71240.2558,2,140,1.07
96816,2,60,4,8567.115204,8351.46234,1,147,NA
96817,2,13,1,27602.94362,28777.98133,2,136,0.63
96818,1,49,4,14635.58888,14390.36468,2,145,0.88
96819,2,6,1,17131.89269,17129.39785,2,143,0.59
96820,1,47,3,18644.01593,18580.5811,1,142,1.23
96821,1,21,6,18881.9738,20725.74128,1,138,1.47
96822,1,19,1,30420.18509,31777.92217,2,141,1.24
96823,1,18,3,89300.3003,93220.9583,1,141,1.22
96824,1,3,6,12381.02783,12242.22797,1,136,4.17
96825,1,29,3,85228.50053,0,2,136,4.12
96826,1,29,6,31027.49958,41312.77197,1,143,2.43
96827,1,73,3,79301.25957,85142.22194,1,136,4.41
96828,1,11,2,13486.78465,13691.49386,1,146,3.38
96829,2,38,3,10539.75353,10634.21036,2,143,NA
96830,1,63,3,19612.76408,18617.54467,1,139,1.6
96831,2,4,3,22618.80813,22482.72702,1,146,1.36
96832,1,0,1,4499.131997,4966.4226,2,142,0.06
96833,2,34,4,14615.26177,15604.89203,1,147,NA
96834,1,77,2,14884.24087,16813.11974,2,136,2.27
96835,2,68,3,138657.6324,143823.2573,1,134,5
96836,2,59,4,22504.78363,22527.34273,1,144,1.18
96837,1,8,1,64852.87523,70007.41853,2,140,3.42
96838,2,32,6,8678.653711,9229.9412,1,136,3.2
96839,2,22,7,63594.14287,63000.55785,2,141,5
96840,1,67,6,14450.60357,14460.97332,1,148,3.63
96841,1,74,3,11141.73279,11032.19811,1,139,1.37
96842,2,75,3,34804.04895,36155.39402,1,139,1.37
96843,1,16,1,27302.89321,28521.49693,2,137,0.7
96844,1,55,6,7926.853722,8226.134602,1,144,2.44
96845,2,0,7,6841.324738,6382.77661,1,146,1.62
96846,2,5,6,9419.67186,11196.6815,1,148,4.17
96847,2,44,4,44026.48145,48857.04543,1,143,2.78
96848,2,56,4,16104.94619,20517.45424,1,138,NA
96849,2,11,1,22558.35558,23717.58659,1,137,0.49
96850,1,17,3,17286.47873,16779.07284,2,139,1.04
96851,2,61,2,11078.09677,11716.35161,1,148,2.78
96852,1,35,1,35037.64192,36573.21478,1,138,NA
96853,2,0,3,8144.320427,9717.686381,2,139,1.59
96854,2,38,3,102747.3949,102113.2873,1,142,3.52
96855,2,80,4,15590.85199,15942.04632,2,148,3.34
96856,1,5,4,8213.579255,8604.187682,1,147,NA
96857,2,1,7,17768.84486,18864.6004,1,139,0
96858,1,11,6,18640.76342,19905.72999,1,137,1.79
96859,1,17,3,18920.27614,18944.38281,2,141,0.91
96860,2,22,3,133838.5176,134410.401,1,143,4.62
96861,1,11,3,61376.19319,66797.41016,1,135,5
96862,2,51,3,148387.0948,144910.515,1,145,5
96863,1,56,3,118927.3897,121356.1233,1,142,5
96864,2,6,3,24006.83615,26240.59487,2,139,0.79
96865,2,28,4,41672.82397,41568.50462,2,147,1.13
96866,1,80,6,13201.9423,13589.68804,2,136,5
96867,2,5,2,19933.00521,22214.62561,1,134,2.03
96868,2,42,3,171055.5402,192920.684,1,146,1.46
96869,1,49,4,10576.54039,10615.73541,1,147,0.95
96870,2,61,3,167376.5755,0,1,143,NA
96871,1,72,3,9823.970166,9858.017471,1,146,2.46
96872,1,2,6,14019.07383,18874.52411,2,138,NA
96873,2,80,4,12667.90886,12914.22026,2,145,NA
96874,2,55,1,44508.85287,44997.6426,2,140,5
96875,2,56,4,21374.53863,22174.14079,1,136,4.8
96876,2,60,4,12962.48374,12559.83346,1,145,0.81
96877,1,60,4,14051.43921,15148.0805,2,147,2.47
96878,1,80,3,19601.54373,22855.75984,2,141,NA
96879,2,25,3,105444.5265,105280.5221,1,146,4.62
96880,2,0,4,4161.501607,4242.88914,2,148,1.39
96881,2,16,4,10716.67117,11313.72976,1,145,0.81
96882,2,44,6,10631.46177,12183.94755,2,146,0.32
96883,2,66,1,11156.61876,0,2,148,1.95
96884,2,55,6,14512.4918,14605.6723,2,138,5
96885,1,24,1,23006.31824,30408.23991,2,136,0.48
96886,2,1,3,19615.42435,20050.45795,1,143,4.34
96887,2,57,3,38493.95419,46011.37832,2,139,1.82
96888,2,4,4,15403.76856,17113.58071,2,146,0.06
96889,2,5,6,9921.574616,12129.1409,1,141,3.86
96890,1,20,4,26631.50618,27338.19086,1,146,0.74
96891,1,41,4,14184.42005,14548.55978,2,147,2.47
96892,2,65,3,62603.51366,80864.135,2,139,2.91
96893,1,42,2,57811.7708,58734.18413,2,144,NA
96894,1,48,2,104177.5987,109182.1912,1,135,4.07
96895,2,60,2,13956.49553,14395.26049,2,140,5
96896,2,80,4,11352.07592,11623.65182,2,148,4.08
96897,1,15,1,43566.23116,45510.71268,2,143,2.52
96898,1,56,2,56802.64058,60240.97822,2,138,0.87
96899,1,21,4,24277.3339,23092.4487,1,140,2.79
96900,1,24,2,20041.18412,22108.90322,2,147,NA
96901,2,33,1,15949.78404,17898.81285,2,140,0.85
96902,1,75,3,11023.79757,11695.86518,1,135,4.56
96903,1,51,6,6107.863702,6242.617954,1,138,1.56
96904,2,8,1,42236.99591,44407.47484,2,137,0.81
96905,2,3,3,30440.87772,33274.03747,2,142,0.85
96906,1,74,3,52784.53523,54765.71576,1,140,2.48
96907,2,35,3,105339.8219,102514.8796,1,143,3.92
96908,2,73,7,31119.56676,43363.58823,2,139,2.19
96909,1,38,3,224847.1157,0,1,143,NA
96910,2,10,7,6614.042928,8047.493943,1,147,4.86
96911,2,4,6,3855.254497,3897.004776,2,140,1.44
96912,1,50,4,15364.8745,15127.01463,2,144,5
96913,2,25,6,24451.74616,24758.4168,2,138,4.78
96914,2,4,3,23389.75182,23356.27462,2,143,5
96915,1,49,3,292259.468,284989.4459,1,137,5
96916,2,69,1,18723.74293,20733.52875,1,142,3.69
96917,1,3,2,33719.71118,40086.94966,1,138,1.1
