SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDFMPIR
98145,2,24,3,110082.6501,113643.6124,1,134,NA
98146,1,16,4,15272.89508,15410.21107,2,143,1.44
98147,1,29,3,80680.59309,92243.27055,1,146,1.22
98148,2,37,3,47158.4852,51197.06222,1,142,0.76
98149,1,15,1,49195.26263,52509.93048,1,135,5
98150,1,14,7,23487.74922,23517.6754,1,135,1.34
98151,2,6,7,4673.648066,4763.700574,2,140,1.43
98152,1,62,4,18044.44245,19351.57001,1,144,3.57
98153,1,55,6,6322.285002,6792.722341,2,135,1.52
98154,1,7,1,19012.28985,20212.33734,2,148,1.31
98155,1,1,7,7617.535762,10065.25607,1,145,2.87
98156,2,46,1,18165.53765,17503.19467,2,141,1.1
98157,2,6,3,75622.96694,82580.48337,1,136,5
98158,1,69,4,12749.98943,13198.66127,1,139,0.8
98159,1,0,1,15436.17241,15863.52312,1,135,0.73
98160,2,4,1,21689.42682,22840.9067,2,141,1.46
98161,2,43,3,104843.0174,107122.8068,1,135,1.08
98162,2,70,2,19573.22532,21062.38944,2,138,NA
98163,2,17,7,16120.1096,16646.89276,1,136,4.85
98164,2,14,7,11704.80626,11823.36877,2,143,2.81
98165,1,55,3,20298.04969,20950.83666,1,135,2.22
98166,2,2,3,33356.97957,0,2,135,5
98167,2,5,2,15988.91291,16837.7556,2,144,0.65
98168,2,55,1,30005.35627,31406.15737,1,148,5
98169,2,28,2,40668.33975,42505.24862,1,134,0.85
98170,2,18,1,35438.41424,36980.13628,2,135,NA
98171,2,0,3,21344.45745,20257.04571,1,143,3.02
98172,1,62,1,6626.458034,6943.373271,1,137,0.25
98173,2,71,1,8524.913061,8727.633166,2,142,NA
98174,1,48,4,18315.74017,17963.74963,2,143,1.92
98175,2,69,4,13457.66849,13692.00123,1,139,5
98176,1,13,4,27868.33278,29075.23976,1,136,1.74
98177,2,15,3,47930.71013,48141.90751,1,140,2.85
98178,1,47,3,271034.1114,265329.6326,2,138,5
98179,1,0,2,6636.792257,7314.350936,1,147,2.52
98180,1,49,1,16023.06241,16229.65297,2,140,1.73
98181,1,1,4,11884.14065,12176.35628,2,136,0.65
98182,2,2,4,15705.82684,17301.10641,2,144,1.03
98183,2,6,3,25332.24363,27979.13455,2,142,0.33
98184,2,15,1,21408.72077,22097.48609,2,137,0.68
98185,2,11,3,40428.45525,43023.65705,1,140,4.41
98186,2,11,3,106120.0664,117856.8998,2,135,5
98187,2,32,2,50885.8033,53594.96613,2,145,5
98188,1,10,3,33383.59425,35955.96067,2,139,3.06
98189,1,43,3,221716.0591,219248.0448,1,136,4.68
98190,1,12,7,12157.61573,12012.24211,1,136,5
98191,2,2,1,13717.41002,14472.00326,1,135,1.27
98192,1,0,4,6071.480176,8114.654123,1,139,0.78
98193,2,0,3,20317.13565,20929.8141,2,143,2.21
98194,2,60,6,21618.0877,23407.11354,2,140,5
98195,1,28,4,37239.13346,36176.23034,1,146,2.62
98196,1,1,3,29770.01184,34768.72979,2,143,NA
98197,1,69,4,16835.81027,18798.44276,1,141,5
98198,1,80,3,41070.84307,49096.806,2,142,1.82
98199,2,19,2,34441.17733,34746.70196,1,140,NA
98200,2,1,1,14898.52156,16270.82429,1,136,1.22
98201,1,27,1,32855.39467,0,2,135,0.58
98202,1,50,4,36587.87092,35490.1379,2,142,4.62
98203,1,35,3,199753.6199,248771.6326,1,143,5
98204,1,60,3,31377.60601,30713.55872,1,135,1.98
98205,2,80,3,16103.34521,22723.28687,2,139,4.56
98206,1,1,3,28361.53741,30010.42445,2,141,2.58
98207,1,46,7,117318.6332,120251.7925,2,139,NA
98208,2,39,3,106683.9935,112605.8223,1,139,4.07
98209,1,58,3,137367.6167,141181.2558,1,142,1.85
98210,1,17,4,10300.04417,12449.86267,1,147,1.14
98211,1,74,2,20180.14553,22387.89113,1,134,4
98212,2,18,3,32506.31629,34380.32625,1,135,0
98213,1,15,4,13679.21962,14425.05346,1,145,NA
98214,2,37,6,11083.79732,10875.24031,1,138,1.32
98215,2,51,3,31648.53953,30731.43586,2,142,1.46
98216,1,47,2,42078.29686,44179.1997,2,137,2.92
98217,2,9,1,19502.24897,0,2,137,1.15
98218,2,33,1,42524.66939,41358.05644,2,135,3.65
98219,2,6,7,10552.20295,11116.14914,1,145,1.2
98220,1,50,4,8856.272285,9117.478052,1,147,NA
98221,1,17,6,10050.55791,9818.133259,2,134,1.94
98222,2,26,3,260053.382,273574.816,2,147,3.87
98223,1,52,4,18090.25819,18794.24299,1,144,2.9
98224,2,14,6,6623.402777,7569.703553,1,137,2.15
98225,1,26,4,40112.74434,40360.55925,1,144,2.07
98226,2,11,3,14313.13153,17816.35531,2,139,3.05
98227,2,61,1,7346.403317,7592.163215,1,140,2.95
98228,2,52,4,16582.87224,16941.81778,1,144,NA
98229,2,10,3,15347.7145,16838.28309,2,139,2.28
98230,2,61,2,16108.62046,18272.18213,1,145,0.92
98231,2,16,2,28993.82215,29793.26075,2,134,NA
98232,1,1,3,15175.02513,15510.2195,2,147,0.95
98233,1,8,4,15685.54763,17458.55588,1,141,5
98234,1,3,1,35452.38444,37984.42899,2,136,0.36
98235,2,10,2,18075.8913,18271.68283,1,134,5
98236,2,80,6,10928.88278,10737.86535,1,137,1.16
98237,1,0,3,15962.65792,16940.45982,1,135,1.96
98238,2,44,7,26726.76733,27277.38188,1,138,1.02
98239,2,0,7,8363.561459,8113.995009,1,146,5
98240,1,0,3,6728.407367,6412.048591,2,141,1.22
98241,1,32,6,15147.20683,14674.59464,1,139,NA
98242,2,53,4,40048.43701,41238.25935,1,143,4.65
98243,1,35,6,12127.60398,12265.78826,2,135,2.79
98244,1,80,3,10034.05745,13104.08207,1,142,1.2
98245,2,1,4,11177.8168,15398.29606,1,144,1.02
98246,2,11,1,14897.47122,14675.32909,1,135,3.47
98247,1,6,4,18498.02847,19757.09743,2,144,2.89
98248,2,7,1,23322.08396,23873.26611,1,144,1.52
98249,1,11,3,17127.18908,18147.93422,2,140,0.96
98250,1,80,3,25042.72263,28013.12522,2,136,5
98251,1,47,3,99779.38849,100444.738,2,143,NA
98252,1,17,6,16423.61876,16759.45805,1,144,0.89
98253,2,59,6,14580.77026,14504.02036,1,138,2.24
98254,2,2,1,26806.30418,26563.73811,1,137,0.74
98255,2,19,4,8913.438255,8970.298993,1,145,NA
98256,2,25,4,79245.89741,79198.53183,1,144,2.77
98257,1,71,3,78614.12796,87666.63692,1,141,3.43
98258,1,73,3,100561.0044,110582.1314,1,141,4.93
98259,2,52,4,27651.5529,29166.59916,1,146,2.2
98260,1,16,3,57873.09714,59126.59284,1,141,1.67
98261,1,6,1,12207.07183,12531.41241,1,147,0.41
98262,1,59,3,43859.47058,46680.34848,1,143,0.75
98263,2,8,2,19862.4243,24824.10553,2,134,0.51
98264,1,72,3,144540.818,159824.2743,1,141,4.62
98265,1,1,1,19304.22448,20739.65975,2,136,2.72
98266,2,41,2,48625.55103,54648.6288,2,146,NA
98267,1,49,4,28706.76741,30521.14598,2,142,NA
98268,1,15,2,36734.6534,37890.03364,2,140,2.02
98269,1,76,7,73810.34965,76386.67339,1,143,3.04
98270,2,62,4,21259.90519,22652.19355,2,134,1.35
98271,1,50,6,13353.95273,13595.94393,2,138,5
98272,1,55,2,50188.21707,56328.02266,2,146,NA
98273,1,8,7,11208.49751,11735.05311,2,143,NA
98274,2,52,3,292220.3225,281271.9406,1,137,5
98275,1,3,4,10539.67237,10798.82926,1,144,0.52
98276,1,7,4,8296.536102,8900.90344,1,147,0.96
98277,2,18,3,107479.3345,112660.5127,1,134,5
98278,2,70,3,142608.7285,0,2,134,5
98279,2,8,3,25737.72736,28640.55041,1,143,1.75
98280,2,31,6,29570.48935,32716.6468,2,145,4.93
98281,1,5,4,7135.447208,7151.544451,1,144,NA
98282,1,11,1,15221.01434,15754.59104,1,147,0.81
98283,2,10,3,15274.16652,16757.59214,1,140,0.92
98284,2,38,3,39153.9071,38527.91025,1,136,1.27
98285,2,24,6,31534.76158,36739.89037,2,135,5
98286,1,2,7,5648.859252,5895.529675,2,135,2.41
98287,2,61,4,16594.8523,16764.44699,2,146,NA
98288,1,64,3,41167.18868,43145.76352,1,145,NA
98289,1,71,4,13287.10834,13905.99404,2,134,NA
98290,1,10,2,18804.49335,19089.91741,1,140,0.73
98291,1,5,4,7682.198457,8541.723361,2,135,0.1
98292,2,42,4,15661.99184,15674.72212,1,141,0.73
98293,2,52,4,26512.46081,26985.16082,1,139,1.82
98294,1,10,3,30177.99706,32624.47732,1,135,5
98295,2,23,1,35497.8973,36604.44189,2,140,4.34
98296,1,12,1,32305.99273,33808.39053,1,137,NA
98297,2,10,3,23576.16645,26778.18438,2,141,1.7
98298,2,28,7,59134.69147,61125.41299,2,140,3.38
98299,1,64,6,11866.32136,11253.48519,2,135,1.54
98300,2,48,3,185801.1622,188854.2666,1,145,2.44
98301,2,68,4,27135.19391,28492.80993,1,143,5
98302,1,29,1,30898.17336,35251.27128,1,147,0.81
98303,2,34,4,11783.01197,12668.92962,2,148,0.2
98304,2,79,3,66049.50892,74417.93123,2,144,2.43
98305,2,14,7,11887.26944,11963.10089,1,147,1.47
98306,1,1,6,14591.90474,14428.31942,1,138,NA
98307,2,1,4,9995.059686,10827.90128,2,143,2.36
98308,1,35,1,53563.69707,56356.50746,1,135,3.05
98309,2,73,3,5270.190743,7364.402149,2,139,3.65
98310,2,47,1,41396.36347,39375.52147,1,148,NA
98311,2,13,7,19143.30115,20105.54333,1,141,0.92
98312,1,9,1,25830.88898,26784.32169,1,138,NA
98313,2,14,6,13639.1506,0,2,145,5
98314,1,25,4,50763.87027,52854.97071,1,143,0.31
98315,1,38,7,29894.26663,0,2,137,NA
98316,2,63,3,186393.6486,178416.4941,1,139,5
98317,1,10,6,9884.162348,10534.1772,2,134,5
98318,1,40,3,18650.14124,17756.45375,2,141,0.39
98319,2,3,4,9931.368496,9834.141435,1,144,0.18
98320,2,48,4,10805.04976,12312.06263,1,147,NA
98321,2,2,3,19929.76429,22161.73913,1,146,2.64
98322,2,29,3,134891.6089,135154.3222,2,142,0.8
98323,2,31,3,55448.66337,53908.37403,1,135,1.6
98324,1,61,3,34888.27409,0,2,141,1.89
98325,1,17,1,20052.39953,20947.39364,2,141,0.55
98326,2,55,4,24607.741,25607.82307,1,141,5
98327,2,12,1,22477.73196,22858.26074,2,144,2.43
98328,2,30,6,15412.58427,15264.14875,2,144,NA
98329,2,0,1,6608.630114,6932.785237,2,148,1.7
98330,1,16,4,27316.39733,28177.26431,1,138,4.17
98331,2,64,6,10335.29431,10762.63387,2,148,2.38
98332,2,34,3,30662.23779,29776.85405,2,139,0.52
98333,1,36,2,39033.35797,49409.76072,1,138,1.15
98334,1,62,6,6146.783316,5844.708047,2,135,4.56
98335,2,1,3,9587.038038,9465.797197,2,139,1.01
98336,2,41,4,21429.39338,23306.01219,1,144,1.57
98337,2,6,3,45729.80381,50507.97523,2,141,4.25
98338,1,54,3,34207.17814,34938.79347,2,139,1.71
98339,1,80,3,6944.045339,7914.096555,2,137,1.32
98340,2,13,3,24578.61905,26348.42573,1,143,0.35
98341,1,71,3,14861.14447,15835.87847,1,134,0.83
98342,2,9,7,15074.35531,15519.58036,1,147,2.15
98343,2,31,4,13656.29275,13215.88898,1,144,1.18
98344,1,80,3,40440.83641,46499.37616,2,143,4.04
98345,1,22,6,18582.18179,20971.4634,1,138,1.54
98346,2,7,4,8126.359847,8560.660603,2,145,0
98347,1,80,3,31027.34044,36100.13284,2,148,5
98348,1,5,3,31521.8001,33930.33759,1,146,3.96
98349,2,16,4,11361.35324,11553.50068,2,134,5
98350,2,36,1,37526.89142,38881.42079,2,148,3.32
98351,2,38,1,34839.55901,37921.04298,2,137,2.92
98352,1,18,3,41984.65647,41914.11103,1,134,3.19
98353,2,68,6,10628.02482,11336.40302,1,140,1.23
98354,2,57,4,15209.43864,15479.5812,1,147,5
98355,2,53,6,14511.68323,14853.58021,1,141,5
98356,1,3,4,11029.18157,11207.73449,2,146,0.79
98357,1,21,4,16964.32299,16345.01261,1,147,0.96
98358,1,33,4,20379.67528,22162.80427,1,144,1.7
98359,1,16,7,13470.36792,13158.8583,2,136,5
98360,1,71,3,13383.06883,13956.15932,1,142,1.83
98361,2,1,3,13577.28278,14118.03498,1,146,2.33
98362,1,37,4,25397.70091,0,2,147,3.95
98363,1,10,2,58384.34878,60116.80929,2,144,0.68
98364,1,37,3,174486.2707,179458.8381,2,137,5
98365,1,6,4,13932.13296,17562.18668,2,147,1.22
98366,2,80,4,12446.48772,14568.01186,2,145,1.1
98367,2,6,6,9151.038508,9774.277527,2,138,4.08
98368,1,80,3,44215.99508,51507.41472,2,147,1.65
98369,1,69,3,18149.68494,23397.26154,1,140,1.67
98370,1,20,4,32709.65871,33954.40814,1,146,0.08
98371,2,63,4,13597.17145,14149.28838,2,146,NA
98372,1,70,7,9237.614185,11198.89567,2,142,1.66
98373,2,62,3,152603.8364,163149.3364,2,141,5
98374,2,42,3,25191.85096,27906.17062,2,146,0.58
98375,1,19,2,31894.66925,33144.9746,2,138,0.05
98376,1,20,2,63182.00702,63999.18175,2,144,NA
98377,2,7,4,19332.48591,19764.55821,2,147,0.94
98378,2,17,1,29417.23015,30614.62512,2,144,1.36
98379,2,63,4,9366.566104,9471.968462,1,140,1
98380,1,12,7,9049.741222,9080.159664,1,136,5
98381,1,40,6,15592.73706,15875.29798,2,138,4.08
98382,2,10,1,23655.90102,23890.70811,1,138,NA
98383,1,69,1,12512.34612,13242.72534,2,137,1.96
98384,2,54,1,21186.41707,21121.20272,2,135,5
98385,1,61,3,81576.58467,83128.04196,1,135,5
98386,2,15,2,13067.22723,13337.96227,2,138,NA
98387,1,5,2,7877.878553,8376.000155,2,144,0.34
98388,1,8,6,8031.186072,8753.684235,2,148,5
98389,1,11,1,42658.95378,45027.16354,2,144,1.29
98390,2,65,4,18629.92911,19009.89944,2,143,NA
98391,2,80,3,51740.7685,64075.20016,2,134,NA
98392,1,47,4,29102.95321,33419.7736,1,138,3.85
98393,2,80,3,11557.57569,16308.79202,2,139,4.21
98394,2,38,2,70311.01406,74054.37612,2,140,3.42
98395,2,24,3,77604.51656,91778.32619,1,142,0.61
98396,2,12,1,26206.52025,27322.1132,2,135,2.63
98397,1,16,4,26376.84881,26792.71069,1,146,2.11
98398,2,10,1,11616.35525,13384.7174,2,140,2.41
98399,1,54,6,7509.423396,8352.76433,2,148,5
98400,1,10,3,17816.06165,19188.87484,2,139,1.34
98401,1,41,4,19587.24971,20001.43212,1,144,5
98402,1,22,1,19238.53164,19382.70543,2,148,2.38
98403,1,27,6,48569.45324,52221.30565,1,137,3.82
98404,1,14,4,22106.30696,22802.97971,1,136,1.24
98405,2,71,3,34301.54016,0,1,140,1.78
98406,2,13,3,41184.80647,41799.23496,1,146,1.46
98407,1,4,1,24042.9573,28531.80776,2,140,0.48
98408,2,19,3,23178.23916,24161.85733,1,138,1.71
98409,1,2,3,20250.31039,20697.61048,2,139,2.82
98410,2,10,3,47390.4601,60640.7694,1,147,2.28
98411,2,18,7,13574.44532,15618.03257,1,136,4.6
98412,2,67,4,10951.16917,11510.8353,1,143,2.46
98413,1,80,6,13504.01483,13981.74891,1,136,0.83
98414,2,70,7,56037.84964,64797.89765,2,142,3.04
98415,1,5,4,11771.17043,13068.34571,1,147,2.03
98416,2,25,6,15839.04827,18459.29464,2,137,0.66
98417,2,79,3,96192.46568,104236.3947,1,138,1.17
98418,1,14,6,15907.68842,15961.15813,1,141,4.9
98419,1,12,6,9606.60779,9803.04905,2,138,4.69
98420,2,27,3,140926.0253,141528.1931,1,141,5
98421,1,62,6,10228.91457,10607.73686,2,134,NA
98422,2,63,3,42043.02112,40566.86298,1,140,2.74
98423,2,80,4,17321.0754,17639.81844,2,145,0.91
98424,1,80,4,25558.37593,25255.19696,2,145,NA
98425,1,9,2,21047.72285,21844.17841,2,146,NA
98426,1,28,4,20341.91621,20405.89754,2,147,1.2
98427,1,18,6,13855.98678,13535.55951,2,136,2.59
98428,2,25,3,69913.36005,77213.66583,2,139,NA
98429,2,80,3,75210.17469,85962.15776,2,147,2.47
98430,2,8,1,23538.14333,23729.24773,2,144,1.36
98431,2,69,4,11803.23562,12311.10123,1,146,0.74
98432,1,1,7,7842.792081,8492.927851,1,145,2.35
98433,1,71,3,13757.59007,14971.86305,2,141,1.52
98434,1,4,6,14019.07383,15280.35963,2,138,3.94
98435,2,21,4,19002.77605,20824.01009,2,148,1.2
98436,1,36,4,27930.82699,29318.84203,1,140,3.39
98437,2,32,4,16790.03672,17904.41907,2,144,0.6
98438,2,62,1,17690.71454,19294.3833,1,148,1.63
98439,1,3,6,14019.07383,15280.35963,2,138,3.94
98440,2,19,4,11755.26312,12410.18484,1,145,0.74
98441,1,22,3,43049.86401,46580.10822,1,140,1.1
98442,2,22,4,39671.62672,41679.59463,2,144,1.99
98443,2,21,3,128728.4578,143124.8646,2,142,1.19
98444,2,59,3,67657.6691,67151.60782,1,145,0.65
98445,2,25,2,78616.9285,81128.97822,2,134,NA
98446,1,13,7,48382.37943,50467.97216,1,135,1.22
98447,1,32,3,57653.57745,58335.86409,1,145,2.64
98448,2,24,4,35478.32188,36841.38488,2,144,2.06
98449,2,12,1,28192.72228,30599.58033,1,137,0.49
98450,2,15,7,21251.54999,21946.02161,1,137,2.2
98451,1,6,3,76922.62901,84180.33974,2,134,5
98452,1,52,6,28749.56614,29201.79898,2,135,3.04
98453,1,7,4,14325.45322,15537.73566,2,134,5
98454,2,63,1,9295.093468,9981.911621,1,137,2.16
98455,2,5,2,40423.3656,43686.20868,1,139,2.59
98456,1,36,4,29593.95412,32277.95604,2,136,0.65
98457,1,80,4,10009.04287,10622.64561,1,136,2.2
98458,1,24,2,22497.22638,28915.17472,1,147,NA
98459,2,12,6,15892.19673,18078.03622,1,141,5
98460,2,27,1,24108.55069,24193.78163,1,137,0
98461,2,54,6,20504.83804,22945.0152,2,134,2.89
98462,1,71,1,20469.62032,22291.01547,2,148,5
98463,2,66,3,60487.6189,63810.65445,2,142,0.04
98464,1,7,7,7173.545011,7353.136032,1,136,2.64
98465,2,14,3,18570.32192,19229.26934,1,135,0.7
98466,1,0,4,4281.033212,4691.332285,2,148,1.26
98467,2,3,3,34153.31886,34443.28336,2,147,2.89
98468,2,14,1,28839.56411,30067.24387,1,137,NA
98469,1,41,6,14959.76474,14917.25411,2,148,5
98470,2,38,2,44649.55771,45289.96885,2,144,NA
98471,1,47,7,13861.06443,0,2,143,4.12
98472,2,2,6,15417.5509,19206.67928,1,143,5
98473,2,65,2,20875.28136,21501.8153,2,136,0.38
98474,1,35,4,13693.49174,14457.54471,1,147,2.43
98475,1,22,1,50110.13903,51910.71975,2,141,NA
98476,1,2,3,20169.32724,22629.85573,2,147,1.02
98477,2,12,7,23792.94643,24377.11474,1,139,0
98478,2,3,2,6821.62661,7157.112791,2,144,0.34
98479,1,27,6,27815.19665,29120.26437,2,134,5
98480,1,80,3,48524.99595,0,1,134,4.31
98481,1,60,7,48519.00159,47492.18929,2,142,2.06
98482,2,16,4,18215.2842,0,1,143,1.91
98483,2,26,3,75774.30995,76597.19515,1,142,0.61
98484,2,13,6,9767.808152,11300.51489,2,134,5
98485,1,21,7,35204.21335,36543.89178,2,143,0.21
98486,2,12,6,5342.067503,6082.634633,1,142,4.31
98487,2,0,1,13881.40268,17412.99346,1,135,1.82
98488,1,7,2,15750.37738,16302.51104,2,148,NA
98489,2,55,4,26923.26913,27477.93194,2,146,2.77
98490,1,24,3,207078.3681,213587.7878,2,141,5
98491,2,61,3,32960.59058,40355.88071,1,135,1.88
98492,2,0,1,10998.35887,10813.682,2,141,3.19
98493,2,18,1,15945.84498,19179.98969,2,135,0.8
98494,2,25,7,59760.89563,61782.56468,1,135,5
98495,1,48,3,29773.77389,31425.78189,1,141,1.81
98496,2,46,4,30648.67295,32166.3487,2,144,2.65
98497,1,2,1,21001.06109,24892.86385,1,136,0.47
98498,2,74,3,28689.93237,31932.58815,1,146,0.77
98499,1,12,2,27302.89321,28521.49693,2,137,0.33
98500,2,56,2,26744.93939,26676.57206,1,140,0.59
98501,2,68,2,13235.82599,14984.36652,2,138,1.73
98502,2,80,3,84248.21558,97057.49857,1,146,1.91
98503,1,1,4,6932.470538,7343.643158,1,145,0.2
98504,1,18,4,16064.41189,16974.29511,2,148,1.64
98505,1,16,1,24375.78116,26154.15899,2,148,1.31
98506,2,64,4,10977.30024,10580.02151,2,134,NA
98507,2,16,1,15780.16837,16107.11183,2,140,0.68
98508,1,62,6,6579.721522,6733.943835,2,148,5
98509,2,28,3,83639.01151,92029.60143,2,142,0.72
98510,1,10,2,18309.54324,24110.14982,1,137,0.73
98511,2,12,3,28936.09286,34713.33957,1,146,1.22
98512,2,32,4,22680.86925,24429.86461,1,147,0.06
98513,1,3,2,19320.46408,20757.10691,2,134,0.68
98514,1,32,3,65470.13692,65509.83619,1,140,3.33
98515,2,3,3,31996.7199,42098.53198,1,136,5
98516,1,8,3,31538.868,33969.0894,2,139,5
98517,2,80,3,24946.17126,26261.05255,1,139,1.28
98518,1,2,3,31809.60061,33208.22235,1,146,2.73
98519,2,1,1,13073.85773,14278.09068,2,135,0.49
98520,1,16,3,22658.13131,23215.62099,2,139,0.88
98521,1,40,4,18184.56854,17879.87999,1,145,NA
98522,1,17,4,10541.00673,12656.13326,2,145,3.3
98523,1,40,3,27420.29273,27500.02945,1,140,1.08
98524,2,49,4,24277.92043,24450.70303,1,136,2.24
98525,1,2,3,34080.89118,35331.04938,1,143,3.02
98526,1,67,3,104173.6385,110793.8918,2,136,5
98527,2,30,4,18053.3283,19564.68712,1,139,0.02
98528,1,32,3,104191.3509,134575.7154,1,137,2.46
98529,2,70,3,37697.91711,40781.47975,1,145,1.74
98530,1,60,6,14863.0609,15117.59757,2,147,4.57
98531,2,20,3,152489.3842,153934.2139,1,144,1.49
98532,2,3,6,6713.846707,8536.99622,1,148,NA
98533,2,3,3,37200.04914,37396.24519,2,142,5
98534,1,0,1,8802.252269,0,2,135,5
98535,2,80,3,25377.76096,28623.50407,2,141,1.49
98536,2,77,3,25683.37299,30718.27384,2,147,1.64
98537,2,59,1,16747.18655,16184.23478,2,140,5
98538,2,62,3,45914.60675,0,2,138,1.81
98539,2,4,7,8889.601213,8943.958556,2,148,NA
98540,1,63,6,17924.46761,19836.89827,1,138,0.74
98541,2,68,1,13633.70281,14894.27996,1,136,2.99
98542,2,54,4,33871.62847,35276.68308,1,141,2.45
98543,2,0,1,7400.686228,9029.180441,2,135,3.37
98544,2,29,3,82665.87107,85721.24206,1,145,0.81
98545,2,36,2,33623.58225,35016.42344,2,136,2.67
98546,2,10,3,63383.96991,71992.51991,1,141,5
98547,1,8,7,50153.66934,53541.97166,1,135,2.15
98548,1,43,2,87124.92321,86501.22935,2,144,0.68
98549,2,63,1,11078.09677,11716.35161,1,148,2.45
98550,1,40,4,30132.42916,29911.16788,1,144,5
98551,2,32,6,20232.10498,20365.16054,2,138,NA
98552,2,1,3,15728.08785,16354.5017,2,139,NA
98553,2,40,2,100034.9584,106122.4573,2,134,NA
98554,2,63,2,16013.17481,16945.57307,1,140,0.99
98555,1,21,2,46839.27943,47445.08284,2,138,2.65
98556,1,48,6,10950.76022,11009.8603,2,140,5
98557,1,80,4,13535.25985,15542.34904,2,143,1.1
98558,2,63,4,11880.13718,12543.17241,1,147,1.84
98559,2,8,4,11369.99774,11589.07646,1,144,2.11
98560,1,16,4,8687.791321,8937.534391,2,144,0.6
98561,1,44,4,27772.41221,27002.32424,1,141,5
98562,2,67,4,7959.49047,7720.135517,2,140,0.86
98563,2,17,4,17302.08231,17851.48158,1,139,1.65
98564,2,39,3,124760.1078,123871.2202,2,143,4.22
98565,2,57,3,30467.63273,31176.31774,1,143,1.47
98566,2,3,4,11195.94969,11254.05033,1,146,2.69
98567,2,7,3,25605.26412,27033.00605,1,142,1.56
98568,1,78,3,30358.13712,40329.89628,2,139,2.04
98569,1,65,2,6413.917238,6391.164705,1,140,2.12
98570,1,0,3,9450.071076,9946.723511,2,143,0.72
98571,2,28,4,16725.23194,18942.8487,2,148,NA
98572,2,0,3,12915.69241,16053.62675,2,146,0.33
98573,2,55,6,13931.20827,0,1,138,NA
98574,2,56,4,26923.26913,27477.93194,2,146,5
98575,1,5,6,7721.016407,8369.352296,2,140,4.62
98576,1,7,1,18078.35759,18712.09922,2,141,1.31
98577,2,11,4,8713.786503,8783.128864,2,147,0.6
98578,2,16,2,34441.17733,34746.70196,1,140,0.02
98579,2,36,6,18554.15158,18357.90788,1,141,5
98580,2,3,7,5049.83996,5929.632261,2,144,2.79
98581,2,67,3,27091.61966,27877.09057,1,145,1.72
98582,2,8,4,8163.59504,8320.892338,1,147,1.04
98583,1,17,6,6742.17389,6592.554685,1,144,2.44
98584,2,11,4,12026.91373,12258.65,1,139,1.09
98585,2,51,1,8661.894901,8784.555036,2,136,3.7
98586,1,72,3,7663.683221,8130.900915,1,135,1.81
98587,2,10,4,12551.72523,12793.57364,2,147,NA
98588,1,6,4,13811.2946,14939.8655,2,146,NA
98589,2,21,1,45383.93007,47433.83287,2,141,2.41
98590,2,12,4,14257.24198,14683.63744,2,146,NA
98591,2,11,4,13072.97418,13324.86609,1,147,0.62
98592,2,68,6,6975.201069,7324.998436,2,135,1.07
98593,2,49,6,13759.36147,0,1,141,5
98594,2,38,1,12587.15364,14137.27667,2,136,3.85
98595,2,50,1,14470.34849,14791.65568,2,148,NA
98596,1,18,6,12739.23717,13294.89702,2,135,5
98597,2,66,1,8080.639432,8438.366224,2,136,NA
98598,1,65,4,7190.789552,8295.399226,2,145,0.7
98599,1,80,3,19134.12297,21867.23054,1,142,1.79
98600,1,80,3,29914.49826,34713.60065,2,142,NA
98601,2,41,4,8709.055469,9813.614445,1,147,1.22
98602,2,64,1,9291.70241,9435.84965,2,135,0.99
98603,2,69,7,10314.82378,11730.81685,1,148,4.43
98604,1,10,3,23853.11882,25012.9205,2,142,2.21
98605,2,55,4,25839.64099,26221.45515,1,145,NA
98606,1,47,4,16458.64036,17813.48851,1,137,NA
98607,2,8,6,6074.200349,6460.04082,1,148,5
98608,1,19,6,10247.04831,10456.58565,2,138,4.08
98609,2,62,1,19672.70022,21412.48553,1,134,5
98610,1,77,3,88931.9215,94086.32787,1,140,1.08
98611,2,59,2,27451.95724,28061.51488,1,140,2.9
98612,1,3,6,9460.363483,0,1,141,3.92
98613,1,10,1,21967.2567,22737.32472,2,135,1.47
98614,2,59,6,22464.1629,26295.65779,2,134,NA
98615,1,60,4,9241.889919,9495.772617,1,139,1.24
98616,2,44,6,14582.16165,18279.21074,1,138,5
98617,2,55,7,103410.9888,107247.7905,2,135,3.95
98618,1,18,1,17862.48745,18506.76735,2,142,0.52
98619,1,1,1,19086.9715,22321.10518,2,136,0.63
98620,1,8,3,42754.48491,46530.88953,2,141,3.85
98621,1,1,7,8950.010168,9951.384536,2,146,0.28
98622,2,59,4,27088.44641,29507.59349,2,148,2.36
98623,2,15,3,43340.18521,44878.06394,1,135,4.62
98624,1,53,4,24158.84313,24243.4601,2,148,4.33
98625,1,0,4,12015.64291,13519.98657,1,144,0.59
98626,2,60,4,9366.566104,0,1,140,0.58
98627,1,53,6,13754.56004,16456.39543,1,147,2.74
98628,1,48,1,40340.04827,42879.18469,1,148,NA
98629,1,45,3,21147.08796,20836.93534,2,139,1.64
98630,1,64,4,10303.84606,10095.26916,1,137,3.03
98631,2,43,3,36482.34777,42799.62583,1,142,1.67
98632,1,4,2,36313.00093,42784.43717,2,134,NA
98633,1,14,3,29961.95011,0,1,146,NA
98634,2,75,2,29031.18445,30438.52033,2,137,1.19
